name,article_id
Experts,frasers_00121
FBP,frasers_00335|frasers_00339
FCOT,frasers_00335|frasers_00339
FIRST Sponsor Group Limited,cdl_00632|cdl_00643
FLT,frasers_00138|frasers_00497
FRASERS,frasers_00445
FSTREI,frasers_00497
Firms,cdl_00254
First Sponsor,cdl_00639
Florence Regency,condo_00190|hdb_00793
Frasers Centrepoint,cdl_00727|frasers_00001|frasers_00035|frasers_00057|frasers_00073|frasers_00075|frasers_00082|frasers_00121|frasers_00138|frasers_00139|frasers_00164|frasers_00200|frasers_00233|frasers_00234|frasers_00262|frasers_00300|frasers_00325|frasers_00327|frasers_00329|frasers_00331|frasers_00332|frasers_00334|frasers_00335|frasers_00336|frasers_00339|frasers_00364|frasers_00368|frasers_00369|frasers_00374|frasers_00384|frasers_00385|frasers_00390|frasers_00391|frasers_00394|frasers_00400|frasers_00405|frasers_00440|frasers_00445|frasers_00461|frasers_00497
Frasers Commercial Trust,frasers_00139|frasers_00335|frasers_00339
Frasers Hospitality Trust,frasers_00139
Frasers Logistics & Industrial Trust,frasers_00057|frasers_00121|frasers_00139|frasers_00394
Frasers Logistics and Industrial Trust,frasers_00334
Frasers Property,frasers_00440
Frasers Property Australia,frasers_00138
Frasers Property International,frasers_00234
Frasers Property Investments,frasers_00262
Frasers Tower,frasers_00035
GEI,cdl_00707
Gafoor,hdb_01322
Geneba Properties NV,frasers_00164
Global 100 Most Sustainable Corporations,cdl_00006
Goh,hdb_00421
Google,condo_00264|hdb_01242
Government,condo_00210
Gramercy,cdl_00363
Greater China Commercial Trust,frasers_00057|frasers_00394
Greater China Trust,frasers_00334
Green,cdl_00150
Guoco Group Limited,cdl_00542
GuocoLand,cdl_00542|cdl_00851|condo_00249|frasers_00331
GuocoLand Limited,cdl_00534
HDB,condo_00002|condo_00023|condo_00071|condo_00089|condo_00110|condo_00112|condo_00121|condo_00184|condo_00210|condo_00251|condo_00264|condo_00275|condo_00286|condo_00297|condo_00317|condo_00351|condo_00353|condo_00355|condo_00360|condo_00362|condo_00379|hdb_00006|hdb_00018|hdb_00027|hdb_00037|hdb_00046|hdb_00055|hdb_00101|hdb_00103|hdb_00104|hdb_00108|hdb_00128|hdb_00170|hdb_00202|hdb_00212|hdb_00214|hdb_00219|hdb_00302|hdb_00305|hdb_00307|hdb_00309|hdb_00335|hdb_00365|hdb_00400|hdb_00401|hdb_00402|hdb_00403|hdb_00404|hdb_00408|hdb_00410|hdb_00421|hdb_00424|hdb_00461|hdb_00495|hdb_00501|hdb_00504|hdb_00505|hdb_00508|hdb_00524|hdb_00532|hdb_00569|hdb_00575|hdb_00602|hdb_00605|hdb_00606|hdb_00614|hdb_00628|hdb_00700|hdb_00707|hdb_00708|hdb_00725|hdb_00800|hdb_00801|hdb_00802|hdb_00807|hdb_00902|hdb_00903|hdb_00904|hdb_00905|hdb_00906|hdb_00907|hdb_00910|hdb_00916|hdb_00919|hdb_00923|hdb_00933|hdb_00948|hdb_00949|hdb_00956|hdb_01001|hdb_01002|hdb_01005|hdb_01006|hdb_01018|hdb_01021|hdb_01100|hdb_01101|hdb_01104|hdb_01105|hdb_01106|hdb_01107|hdb_01108|hdb_01110|hdb_01111|hdb_01125|hdb_01161|hdb_01200|hdb_01201|hdb_01202|hdb_01204|hdb_01206|hdb_01207|hdb_01208|hdb_01209|hdb_01212|hdb_01219|hdb_01221|hdb_01242|hdb_01280|hdb_01298|hdb_01300|hdb_01307|hdb_01310|hdb_01311|hdb_01312|hdb_01315|hdb_01323|hdb_01324|hdb_01330|hdb_01340|hdb_01341|hdb_01343|hdb_01346|hdb_01349|hdb_01400|hdb_01403|hdb_01404|hdb_01405|hdb_01421|hdb_01425
HLA,cdl_00005
HUDC,condo_00272|hdb_00974
Halimah,hdb_00948
Heng Swee Keat,frasers_00345|hdb_01330
Hong Leong,cdl_00851|frasers_00325
Hong Leong Co Malaysia Bhd,cdl_00851
Hong Leong Group,cdl_00005|cdl_00057|cdl_00368
Hong Leong Investment Holdings,cdl_00851
Hougang,cdl_00513|condo_00244|condo_00272|hdb_00974
Households,hdb_00046
Housing & Development Board,hdb_00502|hdb_00604
Housing Board,condo_00309|hdb_00037|hdb_00055|hdb_00306|hdb_00403|hdb_00406|hdb_00582|hdb_01203|hdb_01208|hdb_01322|hdb_01408
Housing Development Board,hdb_00326
Housing and Development Board,cdl_00790|condo_00111|hdb_01000|hdb_01318
Huang Huayan,cdl_00097
IVA,cdl_00504
Ismail Gafoor,hdb_00708
JLL,cdl_00513|condo_00244|condo_00272
JV,frasers_00339|frasers_00391
Jalan Rajah,hdb_00945
Janus,cdl_00717
Jervois Gardens,condo_00177|condo_00180
Jiak,frasers_00336
Jiak Kim,frasers_00325
Jianwei Huang,hdb_00674
Junction Nine,hdb_00434
Keppel Corp,frasers_00394
Keppel Land,condo_00203|frasers_00175|frasers_00176
Kim Street_Aerial,frasers_00336
Kingsford Development,cdl_00154
Kino Law and Raymond Law Ka Kui,frasers_00390
Krishnan,hdb_00461
Ku Swee Yong,hdb_01403
Kwek,cdl_00851
Kwek Leng Beng,cdl_00005|cdl_00057|cdl_00368|cdl_00634|cdl_00705|cdl_00716|frasers_00410
LBS,hdb_00326
Lee,frasers_00057
Lee Hsien Loong,frasers_00345
Lianhe Zaobao,hdb_00200|hdb_00217
Logan Property,cdl_00513
MOF,frasers_00345|hdb_00055
MSD Partners,cdl_00504
Mapletree,frasers_00334|frasers_00394
Mapletree Logistics Trust,frasers_00497
Microsoft,frasers_00364|frasers_00405
Millennium & Copthorne,cdl_00368|cdl_00504|cdl_00506|cdl_00633|cdl_00634|cdl_00705
Millennium Hotels and Resorts,cdl_00057
Ministry of Finance,frasers_00345|hdb_00055
Ministry of National,hdb_00508|hdb_01310
Ministry of National Development,hdb_00006|hdb_00128
Most Sustainable Corporation,cdl_00006|cdl_00500|condo_00226
NPI,frasers_00391
NUS,condo_00160|hdb_00745
New Futura,cdl_00212
New Housing and Development Board,hdb_00410
Ng,hdb_01110|hdb_01346
Ng Han Yuan,hdb_01324
Nicholas Mak,frasers_00400
Normanton Park,condo_00177|hdb_00787
OCBC,frasers_00300|frasers_00334|frasers_00497
Ong Boon Hua,hdb_00170
Our Tampines Hub,cdl_00854
Owners,hdb_00674
PAP,hdb_00112|hdb_00628
PUB,hdb_00933|hdb_00968
Parliament,frasers_00345|hdb_00408|hdb_01425
Pearlbank Apartments,condo_00224|condo_00249
People,cdl_00251
People's Action Party,hdb_00104
PropertyGuru,cdl_00205
Public,cdl_00251
Qingjian Realty,cdl_00154
Quek,cdl_00851
REITs,frasers_00334
RETAIL,frasers_00385
REUTERS,cdl_00150|cdl_00634
ROF,condo_00184|hdb_00707|hdb_00708|hdb_00725|hdb_01322|hdb_01323
Raymond Choong,cdl_00534
Redevelopment Authority,hdb_01298
Residents,hdb_00112|hdb_01202
S&CC,condo_00023|hdb_00170|hdb_00212|hdb_00214
SBF,hdb_00136|hdb_00219|hdb_00403|hdb_00410|hdb_00707|hdb_00708|hdb_00725|hdb_01000|hdb_01002
SERS,condo_00110|hdb_00404
SLA,hdb_00508|hdb_00923
SP Setia International,cdl_00172
SRX Property,condo_00075|condo_00289|hdb_00700|hdb_01032
ST,hdb_01001|hdb_01006|hdb_01018
STI,frasers_00497
Sembcorp Industries,frasers_00394
Sers,hdb_00217
Sherman Kwek,cdl_00716|frasers_00410
Shunfu Ville,hdb_00674|hdb_00699|hdb_00787
Singapore Business Review,frasers_00391
Singapore Exchange,frasers_00073|frasers_00164|frasers_00440
Singapore Sustainability Academy,cdl_00250|cdl_00251|cdl_00258|cdl_00259
Singtel,frasers_00394
Smart,hdb_00968
Some,frasers_00121|hdb_00018|hdb_00408
Sponsor,cdl_00639
Stevens MRT,cdl_00753
Straits Times,hdb_00582|hdb_01001
Sustainability Energy Association of Singapore,cdl_00251
Sustainable Energy Association of Singapore,cdl_00250|cdl_00258|cdl_00259
THE Singapore Sustainability Academy,cdl_00251
Tai,hdb_01110
Tai Tak Estates Sdn Bhd,cdl_00632|cdl_00639|cdl_00643
Tampines,hdb_00421
Tampines MRT,cdl_00854
Tampines West MRT,cdl_00203|condo_00079
Tan,cdl_00281|hdb_01219
Teambuild,cdl_00252|cdl_00254|cdl_00255|hdb_00554
Teen,hdb_00582
The Straits Times,hdb_01400
Top Singapore Company,cdl_00006
Total Oil,frasers_00364|frasers_00405
Town councils,hdb_00006|hdb_00027|hdb_00128
Tricia Song,frasers_00390
UNIT,frasers_00164
UOL,frasers_00394
UOL Group,cdl_00717
URA,cdl_00203|cdl_00792|condo_00042|condo_00079|condo_00084|condo_00105|condo_00110|condo_00230|condo_00345|frasers_00060|frasers_00118|frasers_00336|hdb_00142|hdb_00365|hdb_00434|hdb_00882|hdb_01161|hdb_01196
Urban Redevelopment,hdb_00142
Urban Redevelopment Authority,cdl_00172|cdl_00205|cdl_00706|cdl_00792|frasers_00325
Venture Corp,frasers_00394
Wheelock Properties,frasers_00394
Wing Tai,frasers_00394
Wing Tai Holdings,frasers_00176
Wong,hdb_00200|hdb_00495
Youth,hdb_00505|hdb_00584
ZACD Group,frasers_00400
Zaqy,hdb_00408
Zouk,frasers_00327|hdb_00882
